step,val/bpb,val/loss,final/val_bpb,final/val_loss
0.0,4.106925592796755,6.934371831315998,,
500.0,1.63426534876801,2.7593885848015494,,
1000.0,1.5343910873546203,2.590755077967822,,
1500.0,1.499218116914233,2.5313669907150804,,
2000.0,1.4786864911195214,2.4967002005955607,,
2500.0,1.4650918729350595,2.4737462572465088,,
3000.0,1.4560235540990845,2.458434780748403,,
3500.0,1.4487789347772935,2.4462025444883286,,
4000.0,1.4414917624665582,2.4338984592888946,,
4500.0,1.4373907918963558,2.426974142263783,,
5000.0,1.4323044686166337,2.4183860984633956,,
5500.0,1.4305196142268406,2.4153724465907414,,
6000.0,1.4278489073897902,2.4108630699677445,,
6500.0,1.42483750592539,2.4057784447375856,,
7000.0,1.4215295885068475,2.400193164739406,,
7500.0,1.4186531052958025,2.395336343328541,,
8000.0,1.4158863047859744,2.3906647165642596,,
8500.0,1.4143614721450397,2.3880901005226844,,
9000.0,1.4131929878084686,2.3861171636662037,,
9500.0,1.4133028618758194,2.386302681426488,,
10000.0,1.410740129917771,2.3819756158638024,,
10500.0,1.4089132497773984,2.378891005271682,,
11000.0,1.406894393763125,2.3754822514580227,,
11500.0,1.406107864806216,2.374154230260641,,
12000.0,1.4033850423993104,2.369556858680976,,
12500.0,1.4045133353342794,2.371461934039401,,
13000.0,1.4059702576633135,2.373921886363979,,
13500.0,1.4012965046891277,2.3660304502426217,,
14000.0,1.4007148664748243,2.365048378481605,,
14500.0,1.4003927141823393,2.364504437830155,,
15000.0,1.398065187289129,2.3605745061671084,,
15500.0,1.3975986179293298,2.359786723346884,,
16000.0,1.3968585241172806,2.3585371059465086,,
16500.0,1.396555684930337,2.3580257746647724,,
17000.0,1.3958095372304529,2.3567659355283745,,
17500.0,1.3954639329021579,2.3561823970968256,,
18000.0,1.39555173857771,2.3563306533019652,,
18500.0,1.3877519427973652,2.3431610248470194,,
19000.0,1.3817435212466123,2.333016056741123,,
19500.0,1.375291930308271,2.322122815687895,,
20000.0,1.3699755961447153,2.3131464081449185,,
,,,1.3830337267258666,2.335194514648333
