step,val/bpb,val/loss,final/val_bpb,final/val_loss
0.0,4.106944294194635,6.934403407842948,,
500.0,1.577891523462522,2.6642037421768023,,
1000.0,1.4459939586811665,2.441500229007926,,
1500.0,1.4026278451772636,2.3682783628892525,,
2000.0,1.3786553847787857,2.327801867671977,,
2500.0,1.3616570367005285,2.2991008689737025,,
3000.0,1.3512788119314267,2.2815776711772413,,
3500.0,1.343114092133527,2.2677918838047,,
4000.0,1.3351521050452968,2.254348402120308,,
4500.0,1.3307176322806145,2.2468609806096564,,
5000.0,1.324666631163583,2.2366441186896844,,
5500.0,1.3218348154994939,2.231862716560807,,
6000.0,1.3190495729865708,2.2271599512468034,,
6500.0,1.3159590627058282,2.221941754093984,,
7000.0,1.3120095037512343,2.215273089239453,,
7500.0,1.3092240807362452,2.210570019155272,,
8000.0,1.306134707247366,2.205353741427895,,
8500.0,1.3039981941285466,2.201746328521666,,
9000.0,1.3033234629157864,2.2006070731322622,,
9500.0,1.3023010998598215,2.1988808559373134,,
10000.0,1.3005685378863996,2.195955497619262,,
10500.0,1.2989814672827797,2.1932757953847357,,
11000.0,1.2971979424870919,2.190264388476034,,
11500.0,1.2956504392492596,2.1876514940812304,,
12000.0,1.2934337336675783,2.1839086795605844,,
12500.0,1.2930485864899215,2.1832583746842706,,
13000.0,1.2938266041626931,2.18457202493491,,
13500.0,1.2904094662600827,2.1788023307244413,,
14000.0,1.2899643611519673,2.1780507893940837,,
14500.0,1.2892148928565952,2.1767853435712987,,
15000.0,1.287061277055158,2.173149053501872,,
15500.0,1.2860242751800284,2.1713981192739586,,
16000.0,1.2845871820230945,2.1689716476758614,,
16500.0,1.2838204986789317,2.1676771349643027,,
17000.0,1.283582903924718,2.167275966174252,,
17500.0,1.2831473047784656,2.166540475262312,,
18000.0,1.2831965902958251,2.166623691793887,,
18500.0,1.275953180909519,2.1543934984591973,,
19000.0,1.2701536463206793,2.1446012272385717,,
19500.0,1.2639291766198315,2.1340914708811294,,
20000.0,1.2589313501615773,2.125652850256809,,
,,,1.268994580259418,2.1426441927454363
