step,val/bpb,val/loss,final/val_bpb,final/val_loss
0.0,4.106944294194635,6.934403407842948,,
500.0,1.47722131063448,2.4942263047204847,,
1000.0,1.380130634501988,2.3302927650339047,,
1500.0,1.3420843799223472,2.2660532578690145,,
2000.0,1.3211651363116368,2.2307319913038315,,
2500.0,1.3066181769103744,2.206170059702164,,
3000.0,1.297406718164576,2.1906168974622084,,
3500.0,1.288833869683935,2.176142001904674,,
4000.0,1.2828934763551947,2.1661118966020596,,
4500.0,1.277864684975547,2.1576209930050343,,
5000.0,1.2722738493769241,2.148181101287345,,
5500.0,1.2695348825308654,2.143556470498433,,
6000.0,1.2664952000315535,2.1384240939254697,,
6500.0,1.2630946485258556,2.132682405151412,,
7000.0,1.2597488617860784,2.127033184390609,,
7500.0,1.2571623781304424,2.1226660150814647,,
8000.0,1.2542518229723814,2.117751664615279,,
8500.0,1.2520717509311574,2.114070704293179,,
9000.0,1.2512057037923514,2.112608419976545,,
9500.0,1.2499956008699655,2.110565211881248,,
10000.0,1.2478753629601107,2.1069852789836143,,
10500.0,1.2464402214887547,2.104562102724863,,
11000.0,1.2438888202970206,2.100254168686472,,
11500.0,1.2429700994596717,2.0987029470362604,,
12000.0,1.2410214723732877,2.0954127718255724,,
12500.0,1.2405156520951646,2.0945587154739114,,
13000.0,1.2408796797291661,2.0951733608854255,,
13500.0,1.2381290588058507,2.090529052675235,,
14000.0,1.2372197496134665,2.088993722193308,,
14500.0,1.2361547576086702,2.087195527803912,,
15000.0,1.2343543151599026,2.0841555561466367,,
15500.0,1.2334362750473564,2.08260548387174,,
16000.0,1.2326312773887882,2.081246279045229,,
16500.0,1.2322407174991596,2.0805868350314802,,
17000.0,1.2315234314883317,2.079375727648087,,
17500.0,1.2311618655682826,2.0787652387374647,,
18000.0,1.2306247162219814,2.077858284566507,,
18500.0,1.2237369879650146,2.066228643919829,,
19000.0,1.2176522269561758,2.055954779836685,,
19500.0,1.2113602130765175,2.0453309779626316,,
20000.0,1.2064627465360667,2.037061810855616,,
,,,1.2153656036438785,2.0520939121566286
