step,val/bpb,val/loss,final/val_bpb,final/val_loss
0.0,4.106944294194635,6.934403407842948,,
500.0,1.4814498866251797,2.5013660781529317,,
1000.0,1.3829141612101712,2.334992633283477,,
1500.0,1.3442208642537168,2.2696606221688405,,
2000.0,1.3233790795570732,2.234470141735437,,
2500.0,1.3081522721347285,2.2087603152278485,,
3000.0,1.2989140656051088,2.19316199047533,,
3500.0,1.2907867789477576,2.1794394073925942,,
4000.0,1.283911751560663,2.167831211632678,,
4500.0,1.279237112209058,2.159938278900177,,
5000.0,1.2739081089378763,2.1509404800996617,,
5500.0,1.2714827233104882,2.1468453180630918,,
6000.0,1.268238920116531,2.1413682922474884,,
6500.0,1.264873704007031,2.1356862658097713,,
7000.0,1.2612069623443036,2.129495126105822,,
7500.0,1.258373445119993,2.1247108509637864,,
8000.0,1.2558230041626919,2.1204045382410133,,
8500.0,1.2535879205640141,2.1166306932084926,,
9000.0,1.2526412219251521,2.1150322322123682,,
9500.0,1.251515323472805,2.1131311998375497,,
10000.0,1.249976063283864,2.1105322234855115,,
10500.0,1.24800280026731,2.107200451538689,,
11000.0,1.2453903645019588,2.10278946317938,,
11500.0,1.24456661017398,2.101398588502254,,
12000.0,1.242894924242706,2.098576016831376,,
12500.0,1.2422619439895373,2.0975072561883654,,
13000.0,1.24218764764306,2.097381809919486,,
13500.0,1.2395452490244059,2.092920230537468,,
14000.0,1.2388819868593643,2.0918003401547187,,
14500.0,1.2378351154677487,2.090032741661636,,
15000.0,1.2362756871291256,2.087399712233669,,
15500.0,1.2352901378405847,2.0857356535429497,,
16000.0,1.2343413151271598,2.0841336061359,,
16500.0,1.233696471749679,2.0830448151044147,,
17000.0,1.2330627686116622,2.081974833900619,,
17500.0,1.2329161037546246,2.0817271964330524,,
18000.0,1.2329264261675417,2.081744625394874,,
18500.0,1.2255067356393377,2.0692167887362065,,
19000.0,1.219545963393327,2.0591522744854194,,
19500.0,1.2131388588517618,2.048334146849688,,
20000.0,1.2083173976316872,2.0401933115423945,,
,,,1.3488994569605177,2.2775602299759905
