step,val/bpb,val/loss,final/val_bpb,final/val_loss
0.0,4.10758099659884,6.935478453182069,,
500.0,1.4694237268343973,2.4810604111015553,,
1000.0,1.3693172025790048,2.312034738188202,,
1500.0,1.33021532947075,2.24601286335581,,
2000.0,1.3082493257715033,2.2089241862281312,,
2500.0,1.2927431503243805,2.1827426585129555,,
3000.0,1.282087571542259,2.1647511600833984,,
3500.0,1.2738384673177898,2.1508228931413145,,
4000.0,1.266672672677322,2.138723749053823,,
4500.0,1.2615506996894519,2.1300755122145327,,
5000.0,1.2558232760534866,2.120404997317231,,
5500.0,1.2530575219865727,2.115735137427976,,
6000.0,1.2496615575842684,2.110001193785853,,
6500.0,1.2463482265118915,2.1044067730599423,,
7000.0,1.2426005541332272,2.0980789852321835,,
7500.0,1.2397566873777932,2.09327723534037,,
8000.0,1.2365237875120074,2.0878186193376624,,
8500.0,1.2346709523710513,2.0846901848142676,,
9000.0,1.2335452939959632,2.0827895577998445,,
9500.0,1.2322859582026537,2.080663222064274,,
10000.0,1.2303901075292165,2.0774621576161323,,
10500.0,1.2287255704113447,2.074651656417232,,
11000.0,1.226405997606122,2.0707351548985686,,
11500.0,1.22508543080938,2.068505433178565,,
12000.0,1.2229450117782383,2.0648914253029917,,
12500.0,1.2226942599985007,2.06446804142647,,
13000.0,1.2219860397962374,2.063272241281087,,
13500.0,1.2196438628467787,2.059317573611731,,
14000.0,1.218708322823043,2.0577379534698323,,
14500.0,1.217469802090389,2.0556467630922706,,
15000.0,1.215601430273305,2.052492095542039,,
15500.0,1.2148769139778877,2.051268780125981,,
16000.0,1.2140807573489116,2.0499245030076008,,
16500.0,1.2132638274323224,2.0485451510632435,,
17000.0,1.212693380555906,2.0475819754074625,,
17500.0,1.2121322242343875,2.0466344864644617,,
18000.0,1.2119578666713702,2.0463400910228486,,
18500.0,1.2046241900494283,2.0339574852419284,,
19000.0,1.1983882385390787,2.0234283423300954,,
19500.0,1.191848458097185,2.0123861969942274,,
20000.0,1.1868817154076363,2.00400006001132,,
,,,1.1943978556702972,2.016690748006503
