step,val/bpb,val/loss,final/val_bpb,final/val_loss
0.0,4.10770780181776,6.935692558482559,,
500.0,1.477826088055378,2.495247446062574,,
1000.0,1.3836535588639127,2.3362410752497107,,
1500.0,1.3451229816660077,2.2711838096313315,,
2000.0,1.3252403266715262,2.2376127795237184,,
2500.0,1.311095498856737,2.213729830261203,,
3000.0,1.3014670780081157,2.1974726449764637,,
3500.0,1.2928657800015873,2.182949713586171,,
4000.0,1.2853431316817456,2.1702480370090496,,
4500.0,1.2818256240883328,2.164308872779977,,
5000.0,1.2543056220858226,2.1178425021647715,,
,,,1.2589762705755514,2.1257286964941646
